SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.165085906,51,0,1.904076739,833.0,7,0,1,0,3.0
0,0.741100324,35,0,0.18102687,7926.0,4,0,0,1,0.0
0,0.387272495,63,0,2649.0,,15,0,0,0,0.0
0,0.076883166,59,1,2771.0,,12,0,2,0,0.0
0,0.049441357000000005,65,0,0.222987872,3627.0,22,0,1,0,0.0
0,0.08253497900000001,52,0,0.41484318,5483.0,13,0,1,0,3.0
0,0.523397114,63,0,0.43684352299999996,7425.0,8,0,2,0,0.0
0,0.9999998999999999,35,1,0.251704391,3666.0,4,0,1,0,0.0
0,0.0,65,0,1290.0,,3,0,0,0,0.0
0,0.035200092,75,0,54.0,,8,0,0,0,1.0
0,0.30833560600000004,32,0,0.062821245,1750.0,3,0,0,0,0.0
0,0.9999998999999999,27,0,80.0,,2,0,0,0,0.0
0,0.9999998999999999,26,1,0.084962913,4448.0,1,0,0,0,1.0
0,0.0,59,0,941.0,,3,0,1,0,0.0
0,0.322684034,41,0,0.169495466,4300.0,9,0,0,0,0.0
0,0.9999998999999999,30,0,0.0,3100.0,0,2,0,0,0.0
0,0.060979673,25,0,5.0,0.0,1,0,0,0,0.0
0,0.9057609179999999,37,2,0.120297148,8345.0,15,0,0,0,0.0
0,0.146500714,91,0,0.010052657,2088.0,1,0,0,0,0.0
0,0.043940209,40,0,4622.0,,9,0,2,0,0.0
0,0.325306795,56,0,0.772428515,17800.0,20,0,5,0,0.0
0,0.004031387,40,0,0.161979753,8000.0,6,0,1,0,1.0
1,1.67179093,73,1,0.406831436,3600.0,6,5,2,1,0.0
0,0.40844086399999996,47,1,0.367500857,5833.0,12,0,2,0,0.0
0,0.044979114,50,0,1.010947168,2100.0,9,0,2,0,2.0
0,0.161621671,38,0,0.125392745,3500.0,4,0,0,0,2.0
0,0.041788924,48,0,0.729982754,4058.0,11,0,2,0,0.0
0,0.209793895,62,0,0.429805616,4166.0,10,0,1,0,0.0
0,1.0071669909999998,40,0,0.459732694,5835.0,5,0,1,0,0.0
0,0.017142367,88,0,23.0,,10,0,0,0,
0,0.0,86,0,1048.0,,6,0,1,0,
0,0.093481114,51,0,0.503703704,13094.0,16,0,4,0,1.0
0,0.7016353240000001,64,0,0.374200951,6100.0,11,0,0,0,1.0
0,0.387181258,84,1,0.391651543,2754.0,12,0,0,0,0.0
0,0.37002608,68,0,0.53307782,6000.0,9,0,1,0,1.0
0,0.004603108,74,0,0.398224477,4730.0,6,0,1,0,0.0
0,0.0042174,87,0,0.12743628199999998,2000.0,4,0,0,0,0.0
0,0.081970402,54,0,0.311981648,11333.0,19,0,1,0,2.0
0,0.04527202599999999,37,0,0.6252545820000001,5400.0,5,0,2,0,0.0
0,0.0,71,0,1750.0,,16,0,1,0,0.0
0,0.7020934329999999,48,0,0.38953568,7300.0,10,0,2,0,1.0
0,0.576284725,36,0,0.785404865,3000.0,10,0,1,0,1.0
0,0.357221725,38,0,0.6134837879999999,7000.0,7,0,1,0,3.0
1,0.462268866,33,0,0.336132773,5000.0,3,0,1,1,0.0
0,0.019032814,52,0,0.9150530920000001,1600.0,11,0,1,0,3.0
0,0.200710561,67,0,0.25234619399999997,3835.0,16,0,0,0,1.0
0,0.26289236,52,0,0.364815997,4700.0,8,0,1,0,0.0
0,0.18674119600000003,51,0,0.49894222899999996,6144.0,14,0,2,0,1.0
0,0.0,36,0,0.0,4454.0,9,0,0,0,0.0
0,0.035360096,62,1,0.042431193,9591.0,8,0,0,0,1.0
0,0.0,28,0,0.0,400.0,3,0,0,0,0.0
0,0.152573424,44,0,0.45152392799999996,7250.0,9,0,2,0,0.0
0,0.127449673,43,0,0.250165017,3029.0,6,0,0,0,0.0
0,0.108730917,42,0,0.8164396209999999,4330.0,14,0,1,0,2.0
0,0.0,62,0,1131.0,,10,0,1,0,0.0
0,0.9999998999999999,42,0,0.465876061,8600.0,4,0,2,0,0.0
0,0.045138693,78,0,23.0,,5,0,0,0,0.0
0,0.298567144,27,0,26.0,,1,0,0,0,
0,0.068390881,57,0,3234.0,,6,0,1,0,0.0
0,0.24179823600000003,70,0,0.566349206,6299.0,11,0,1,0,1.0
0,0.9679521329999999,34,0,0.68427673,2384.0,7,0,0,0,0.0
0,0.9828034390000001,45,2,0.02821204,5564.0,1,1,0,2,3.0
0,0.153929848,71,0,0.310319228,4040.0,12,0,1,0,0.0
0,0.032323451,57,0,0.225212745,5052.0,8,0,1,0,1.0
0,0.006900553,57,0,0.7023384220000001,6157.0,14,0,1,0,3.0
0,0.02228529,59,0,0.006295131,5400.0,8,0,0,0,0.0
0,0.0,53,0,2599.0,,7,0,1,0,0.0
0,0.001967192,68,0,0.000536985,7448.0,9,0,0,0,1.0
0,0.814837033,63,2,0.593034505,3100.0,4,0,1,2,2.0
0,0.033009177,54,0,0.004115226,1700.0,4,0,0,0,1.0
0,0.004411765,24,0,0.000571265,3500.0,4,0,0,0,0.0
0,0.022285477999999997,76,0,0.23317925,3893.0,11,0,1,0,0.0
0,0.001361065,63,0,0.0011467889999999998,2615.0,7,0,0,0,0.0
0,0.015798947,90,0,0.0027173909999999996,2575.0,5,0,0,0,0.0
1,0.968031968,42,1,0.622810765,2340.0,5,2,0,0,1.0
0,0.0,88,0,0.188702824,4000.0,8,0,1,0,0.0
0,0.147511346,38,2,0.22741917600000003,9000.0,12,0,1,0,3.0
0,0.183421463,48,0,0.237663769,24500.0,8,0,2,0,2.0
0,0.0,54,0,3.5885286780000003,400.0,13,0,1,0,1.0
0,0.040219988,25,0,0.414654455,1200.0,7,0,0,0,0.0
0,0.060952071,46,0,0.19974402,12500.0,7,0,2,0,0.0
0,0.27162427899999997,53,0,0.444925846,6000.0,8,0,1,0,0.0
0,0.19554960899999999,62,0,0.9556088779999999,1666.0,6,0,1,0,1.0
0,0.89967366,37,0,0.498214865,6161.0,10,0,3,0,3.0
0,0.004384128,36,0,0.637788225,4466.0,11,0,1,0,1.0
0,0.401636276,55,0,0.308719346,7339.0,12,0,1,0,0.0
0,0.9999998999999999,63,0,0.535631518,3451.0,4,0,1,0,0.0
0,0.041708213,72,0,0.09235896199999999,4200.0,4,0,0,0,0.0
0,0.252504873,65,0,3350.0,,9,0,1,0,0.0
0,2.641791045,35,1,0.194451387,4000.0,5,1,0,3,0.0
1,0.133234362,71,2,0.37605588,6155.0,26,0,1,1,0.0
0,0.05444920599999999,87,0,19.0,,1,0,0,0,0.0
0,0.058916261,57,0,0.217943107,6854.0,7,0,1,0,0.0
0,0.658927873,51,0,1207.0,,10,0,0,0,0.0
1,0.9999998999999999,49,0,0.200023998,8333.0,1,2,1,1,0.0
0,0.969230769,31,1,0.21919302100000002,2750.0,12,0,0,0,0.0
1,1.083412683,46,4,1779.0,,7,1,1,1,
0,0.160089395,81,1,0.089243845,6823.0,10,0,1,0,0.0
0,0.608385685,43,1,0.629753236,9887.0,12,0,3,0,1.0
0,0.003611832,77,0,46.0,,6,0,0,0,
0,0.00088551,36,0,66.0,,5,0,0,0,0.0
0,0.050773438,64,0,1033.0,,8,0,1,0,0.0
0,0.057645702,60,0,108.0,,5,0,0,0,0.0
0,0.9999998999999999,27,0,0.0,5100.0,0,0,0,0,0.0
0,0.001830564,59,0,0.01611432,9866.0,9,0,0,0,0.0
0,0.9999998999999999,36,1,0.135675521,3500.0,5,0,1,0,0.0
0,0.530643083,27,0,0.24784368899999998,5680.0,6,0,0,0,1.0
0,0.012498416000000002,66,0,0.117180176,16000.0,26,0,2,0,0.0
0,0.496898121,45,0,0.449750902,5820.0,12,0,2,0,0.0
0,0.00583768,90,0,0.039850805,10187.0,6,0,0,0,0.0
0,0.109444559,49,0,0.139649711,10733.0,5,0,1,0,3.0
0,0.346073079,33,0,1.477128143,3300.0,10,0,3,0,0.0
0,0.44665533399999996,46,0,0.266933267,4000.0,9,0,0,0,1.0
0,0.18227944399999998,57,0,0.538820393,3000.0,6,0,1,0,0.0
0,0.248408653,61,0,140.5,1.0,7,0,0,0,0.0
0,0.6847074240000001,58,0,0.334091849,4833.0,9,0,1,0,1.0
0,0.099780044,47,0,1398.0,,8,0,1,0,0.0
0,0.14696835,63,0,0.375675951,9800.0,23,0,2,0,0.0
0,0.099554235,46,0,0.18896220800000002,3333.0,4,0,0,0,4.0
0,0.055794905,29,0,911.0,,6,0,1,0,0.0
0,0.377837035,43,0,0.24227042,6500.0,8,0,1,0,2.0
0,1.012750343,50,0,0.34234783799999996,14753.0,10,0,1,0,0.0
0,0.317945794,40,2,0.35958407200000003,12405.0,12,0,1,0,1.0
0,0.069992554,44,0,2063.0,,4,0,1,0,2.0
0,0.00032785800000000004,58,1,0.23431654100000002,11492.0,4,0,1,0,0.0
0,0.00573428,44,1,0.656507479,12500.0,13,0,2,0,2.0
0,0.051237190999999994,38,0,1378.0,,7,0,1,0,1.0
0,0.042427359000000005,45,0,0.007939308,5667.0,6,0,0,0,0.0
0,0.007905511,62,0,12.0,0.0,6,0,0,0,0.0
0,0.187316116,46,0,0.640637665,3700.0,15,0,2,0,2.0
1,0.9999998999999999,47,2,0.653738505,2500.0,2,1,1,1,0.0
0,0.804998945,58,1,0.551935066,8500.0,10,0,2,0,0.0
0,0.06775346900000001,88,0,32.0,,5,0,0,0,0.0
0,0.155065129,72,0,0.832633918,4050.0,21,0,1,0,0.0
0,0.003998001,38,0,0.186621636,9178.0,6,0,1,0,2.0
0,0.025961087,73,0,94.0,,18,0,0,0,0.0
0,0.11377524900000001,61,0,0.7785827479999999,4416.0,8,0,2,0,0.0
0,0.033214461,40,0,0.164604424,5333.0,5,0,0,0,0.0
0,0.13706929699999998,68,0,0.49591513200000004,8200.0,15,0,2,0,0.0
0,0.015711063,50,0,2784.0,,16,0,2,0,0.0
0,0.013290803,49,0,0.23627637199999998,10000.0,11,0,2,0,2.0
1,0.548518033,51,2,0.33342221699999997,18750.0,11,0,2,0,2.0
0,0.12179572,49,0,0.527278511,12573.0,14,0,2,0,0.0
0,0.123819285,70,0,0.401736385,3800.0,7,0,1,0,0.0
0,0.699830017,47,0,0.37724982,4166.0,4,0,1,0,0.0
0,0.265564591,39,0,0.19908899,9000.0,4,0,0,0,3.0
0,0.99620038,47,1,0.894276431,4000.0,5,0,2,0,0.0
0,0.11442896300000001,77,0,0.038687561,4083.0,2,0,0,0,1.0
0,0.048756098,37,0,0.007383479,6500.0,4,0,0,0,0.0
0,0.410717856,46,0,0.051738762,1178.0,1,0,0,0,2.0
0,0.569308424,44,0,0.6904199240000001,5500.0,13,0,2,0,0.0
0,0.002119915,83,0,0.000275406,3630.0,1,0,0,0,0.0
0,0.0,52,0,0.392,6249.0,7,0,1,0,1.0
0,0.9999998999999999,21,0,0.133244504,1500.0,1,0,0,0,0.0
0,0.554043817,43,0,0.5417982379999999,6016.0,5,0,2,0,2.0
0,0.076699867,55,0,1343.0,,7,0,0,1,0.0
0,0.06693080400000001,61,0,0.481503699,5000.0,21,0,2,0,0.0
0,0.087151474,46,0,0.320757232,7500.0,11,0,1,0,0.0
0,0.404169326,41,0,0.21319670100000002,4000.0,3,0,1,0,2.0
0,0.597012228,42,0,0.40235951600000003,3220.0,7,0,1,0,1.0
0,0.893545013,32,0,0.889110889,1000.0,7,0,0,0,0.0
0,0.9999998999999999,37,0,0.20896147399999998,2387.0,2,0,0,0,0.0
0,0.13562015800000002,41,0,0.281595467,18000.0,8,0,2,1,1.0
0,0.9315845770000001,50,0,0.616807777,6377.0,13,0,2,0,4.0
0,0.0,68,0,0.0,,3,0,0,0,
0,0.400262611,49,0,0.34964600700000004,8050.0,14,0,1,0,3.0
0,0.0,68,0,0.0,2184.0,4,0,0,0,0.0
1,0.9999998999999999,26,0,0.053982006,3000.0,1,0,0,0,0.0
0,0.169337264,26,0,0.008912249,4375.0,3,0,0,0,0.0
0,0.293651632,38,0,0.432760364,2966.0,9,0,1,0,0.0
0,0.072446072,74,0,0.581132443,10260.0,6,0,3,0,0.0
0,0.9999998999999999,61,2,0.604113111,3500.0,6,0,1,1,0.0
0,0.071255107,76,0,74.0,,3,0,0,0,
1,1.022703603,44,2,0.20047199100000002,8050.0,6,2,0,2,1.0
0,0.081682836,66,0,0.019558435,8333.0,5,0,0,0,0.0
0,0.109823837,27,0,2093.0,,9,0,1,0,0.0
0,0.22609855,75,0,125.0,,2,0,0,0,
0,0.50531403,58,0,1.2604570940000002,4637.0,15,0,1,0,0.0
0,0.57184586,64,0,0.654085746,5457.0,13,0,2,0,0.0
0,0.0,46,0,0.28900565899999997,7421.0,6,0,2,0,3.0
0,0.389669582,56,0,0.33946197,5166.0,13,0,1,0,0.0
0,0.011441098,47,1,0.004998334,3000.0,8,0,0,0,0.0
0,0.249433409,51,4,0.164723032,6173.0,7,1,0,4,0.0
0,0.0,67,0,0.136284722,8063.0,5,0,2,0,0.0
0,0.28515551100000003,27,0,0.514871282,4000.0,12,0,1,0,0.0
0,0.1878068,30,0,0.41267253600000003,9200.0,9,0,2,0,2.0
0,0.029589439,64,0,0.014048531000000001,3914.0,4,0,0,0,0.0
0,0.006392716999999999,64,0,0.44902039200000005,2500.0,13,0,1,0,0.0
0,0.006049258,84,0,0.28485757100000003,2000.0,8,0,0,0,0.0
0,0.022633259,63,0,0.005820977,9104.0,5,0,0,0,1.0
0,0.09140101199999999,60,0,4571.0,,11,0,2,0,0.0
0,0.07211076200000001,63,0,0.005875022,5616.0,1,0,0,0,1.0
0,0.008541518,64,0,0.176182382,10000.0,5,0,1,0,1.0
0,0.16802650100000002,29,0,0.479638009,1546.0,13,0,0,0,0.0
0,0.414028946,48,0,0.266164633,3850.0,7,0,0,0,0.0
0,0.143658686,42,0,0.40181309200000004,7500.0,6,0,1,0,2.0
0,1.001265743,34,0,0.592973436,3500.0,9,0,0,0,0.0
0,0.052421061,69,0,0.013712718999999998,2916.0,2,0,0,0,0.0
0,0.609559363,46,0,5.051369863,583.0,8,0,2,0,2.0
0,0.265952582,27,0,0.094332656,10833.0,10,0,0,0,1.0
0,0.027073478999999998,61,0,0.08244772,5833.0,14,0,0,0,0.0
1,0.02296768,77,2,0.014996251,4000.0,11,0,0,1,0.0
0,0.164384418,57,0,0.30343819699999997,13000.0,10,1,2,0,0.0
0,0.050789842,30,0,0.315171207,4000.0,4,0,1,0,1.0
0,0.019786452,63,0,0.517510813,7166.0,12,0,2,1,1.0
0,0.113917205,58,0,2.347003155,950.0,17,0,2,0,2.0
0,0.476576171,40,0,0.39727397799999997,7996.0,5,0,2,0,1.0
1,0.41845854299999996,42,0,2.644355644,1000.0,7,0,1,0,1.0
0,0.367933103,26,0,0.403990025,400.0,5,0,0,0,0.0
0,0.075962019,24,0,57.0,0.0,4,0,0,0,0.0
0,0.034329645,79,0,57.0,,11,0,0,0,0.0
0,1.165834166,47,2,440.0,,3,3,1,2,0.0
0,0.370525895,27,0,0.151581243,2750.0,3,0,0,0,0.0
0,0.024200782999999997,68,0,1048.0,,6,0,1,0,0.0
0,0.109244538,77,0,0.016241879,4001.0,6,0,0,0,1.0
0,0.973251337,63,0,0.236676332,10000.0,4,0,1,0,0.0
0,0.991547808,62,0,0.219971432,7700.0,10,0,0,0,3.0
0,0.19950969300000002,51,0,185.0,,3,0,0,0,1.0
0,0.047223437,54,0,2409.0,,9,0,1,0,0.0
0,0.0,48,0,0.032588144,8990.0,12,0,0,0,2.0
0,0.0,72,0,0.189591078,3227.0,7,0,1,0,0.0
0,0.008742358,88,0,622.0,,3,0,1,0,0.0
0,0.063521939,72,0,0.19993848,3250.0,8,0,1,0,1.0
0,0.140052393,51,0,0.20717309,8977.0,7,0,1,0,1.0
0,0.15961651400000001,62,0,596.0,,9,0,0,0,0.0
0,0.409876278,56,0,0.37225293200000004,7416.0,7,0,1,0,0.0
0,0.011401508999999999,63,0,1722.0,,4,0,1,0,0.0
0,0.125241502,50,0,0.265264087,6796.0,6,0,2,0,5.0
0,0.01675476,76,0,0.005998666999999999,4500.0,3,0,0,0,0.0
0,0.0,68,0,0.0,7000.0,5,0,0,0,0.0
0,0.0,52,0,0.203163349,11000.0,12,0,2,0,2.0
0,0.501249875,35,0,0.302775442,7133.0,8,0,2,0,3.0
0,0.026723677,46,0,0.318846853,11550.0,16,0,2,0,2.0
0,0.0,53,0,0.424368294,8666.0,7,0,2,0,0.0
0,0.160484137,33,0,0.107621736,2833.0,8,0,0,0,0.0
0,0.05158102,33,0,0.5375386289999999,5500.0,11,0,2,1,0.0
0,0.000222214,40,0,0.367661763,7000.0,5,0,1,0,0.0
0,0.007782945,67,0,1676.0,,4,0,1,0,0.0
0,0.970495036,40,4,0.92,2499.0,15,0,1,0,3.0
0,0.012199512,50,0,1204.0,,9,0,2,0,2.0
0,0.0,64,0,0.520617084,10500.0,17,0,2,0,0.0
0,0.041927888999999996,53,0,0.48990202,5000.0,9,0,2,0,3.0
0,0.021532616,56,0,0.400742645,3500.0,9,0,1,0,0.0
0,0.050314705999999994,60,1,0.35736613899999997,9916.0,14,0,1,0,0.0
0,0.9999998999999999,36,1,0.25990736,1942.0,7,0,0,0,1.0
0,0.208332834,41,0,0.246826271,17250.0,12,0,2,0,2.0
0,0.883550944,44,0,0.343670491,20830.0,15,0,2,0,3.0
0,0.020956143,61,0,19.0,,10,0,0,0,0.0
0,0.008349791,61,0,0.091968447,5577.0,5,0,1,0,0.0
0,0.9651980259999999,47,0,0.823150411,4500.0,9,0,1,0,0.0
1,0.020979021,25,1,0.244958678,3024.0,5,3,0,3,3.0
0,0.964577657,26,0,0.003861714,10875.0,4,0,0,0,0.0
0,0.039998864,47,0,1.160752794,5100.0,8,0,4,0,0.0
0,0.9999998999999999,55,0,0.066431251,9061.0,6,1,1,0,3.0
0,0.07124828700000001,67,0,0.297261108,8214.0,10,0,2,0,1.0
0,0.05475669,59,0,2664.0,,6,0,1,0,0.0
0,0.85421416,65,1,0.594175728,8000.0,11,0,2,0,1.0
0,0.165579746,59,0,0.46163459100000004,4000.0,9,0,1,0,0.0
0,0.6750211209999999,40,0,0.902124115,2400.0,13,0,0,0,1.0
0,0.079325055,51,0,1.349865436,2600.0,7,0,1,0,1.0
0,0.30452951300000003,62,2,0.31556148,3000.0,13,0,1,1,0.0
0,0.014138935,65,0,1908.0,,5,0,1,0,0.0
0,0.020484228,62,0,0.439454691,9975.0,5,0,1,0,0.0
0,0.119371078,39,0,0.020391843,2500.0,4,0,0,0,0.0
0,0.045060086,89,0,0.019932695,3862.0,6,0,0,0,0.0
0,0.364659265,42,0,0.142519542,5500.0,5,0,0,0,0.0
0,0.037681809,67,0,5065.0,,21,0,1,0,0.0
0,0.124912847,51,2,0.24933724,14333.0,18,0,2,0,1.0
0,0.03209679,65,0,0.002999,3000.0,1,0,0,0,0.0
0,0.032892565,64,0,0.003124805,16000.0,5,0,0,0,1.0
0,0.9541626120000001,45,0,0.432021618,5920.0,11,0,0,0,4.0
0,0.65843528,54,0,0.40378687799999996,9083.0,16,0,3,0,1.0
0,0.16131085,37,0,0.359305363,6506.0,6,0,1,0,0.0
0,0.0,73,0,0.0,4823.0,4,0,0,0,0.0
0,0.37115051299999996,37,0,0.890739507,1500.0,4,0,2,0,0.0
0,0.063088041,45,0,588.0,,3,0,1,0,0.0
0,0.39234768700000006,35,0,0.160406886,3833.0,5,0,0,0,0.0
0,0.911087306,67,0,0.050649783,3000.0,4,0,0,0,1.0
0,0.000297718,60,0,1080.0,,9,0,2,0,0.0
0,0.0038365459999999997,54,0,0.288417167,6500.0,15,0,2,0,0.0
0,0.274545091,41,1,0.206480524,2900.0,5,0,0,0,0.0
0,0.036680985,85,0,0.160294353,6250.0,12,0,2,0,0.0
0,0.0039999020000000005,72,0,0.17695238100000002,10499.0,10,0,1,0,0.0
0,0.056256176,71,1,0.245474883,9833.0,19,0,2,0,0.0
0,0.837968582,70,0,0.9284349120000001,4708.0,10,0,2,0,0.0
0,0.425249169,38,1,0.273418735,2497.0,4,1,0,1,2.0
0,0.9467303779999999,60,1,0.37853504299999996,5692.0,6,1,1,0,1.0
0,0.23622301,61,0,0.42365028200000004,4963.0,7,0,2,0,0.0
0,0.0056927869999999995,43,0,0.6905773559999999,4000.0,5,0,1,0,2.0
0,0.070996263,47,0,40.0,,4,0,0,0,0.0
1,0.9999998999999999,51,0,1024.0,,3,1,1,0,0.0
0,0.10613890599999999,64,2,0.865437971,5045.0,12,0,4,0,0.0
0,0.0,61,3,0.081700675,12300.0,20,0,1,0,0.0
0,0.018105917,33,0,11.0,,5,0,0,0,0.0
0,0.24706975899999997,41,0,0.253904894,5761.0,7,0,0,0,2.0
0,0.309795692,42,0,0.203551858,25000.0,7,0,2,0,2.0
0,0.005049748,39,0,0.40493338100000004,5553.0,3,0,1,0,0.0
0,0.18323477600000002,55,0,0.28096567899999997,11100.0,11,0,2,0,1.0
0,0.0,57,0,0.505469846,3564.0,9,0,1,0,0.0
0,0.012847022,37,0,0.48175912,2000.0,12,0,2,0,0.0
0,0.021688191000000002,52,0,0.310050653,3750.0,8,0,2,0,0.0
0,0.670526837,54,0,0.357366345,7350.0,12,0,1,0,1.0
0,0.022124785,53,0,0.338295151,8598.0,5,0,2,0,2.0
0,0.0,35,0,2492.0,,4,0,1,0,0.0
0,0.48806850700000004,71,0,0.711428891,8950.0,15,0,2,0,1.0
0,0.8010999659999999,41,0,0.26397067,18001.0,8,0,1,0,2.0
0,0.001322619,81,0,1.0,,4,0,0,0,0.0
0,0.9999998999999999,36,0,0.023663811,2450.0,2,0,0,0,2.0
0,0.037993668,40,1,0.549139367,1800.0,12,1,1,0,0.0
1,0.7918858390000001,71,2,0.69356301,5514.0,14,1,1,1,0.0
0,0.10134736300000001,72,0,0.077550167,4783.0,6,0,1,0,1.0
0,0.8548349820000001,62,0,5671.0,,16,0,1,0,0.0
0,0.019444044,47,0,0.221325348,7680.0,5,0,2,0,0.0
0,0.0039992,66,0,0.078312605,27900.0,10,0,1,0,0.0
0,0.926687809,51,0,0.50769846,5000.0,6,0,0,0,1.0
0,0.0,51,0,0.0,,4,0,0,0,0.0
0,0.0,35,0,1797.0,,6,0,1,0,2.0
0,0.445703733,51,0,0.667607843,6374.0,15,0,2,0,0.0
0,0.015459376,58,0,0.053596427,15000.0,12,0,1,0,2.0
0,0.523570467,40,0,0.152938343,8303.0,7,0,1,0,2.0
0,0.023241561,64,0,1182.0,,5,0,1,0,0.0
1,0.9999998999999999,53,0,0.0,6495.0,0,0,0,0,0.0
0,0.13434539199999998,49,1,0.571913076,7960.0,15,0,2,0,1.0
0,0.13510057,34,0,0.010319174,4166.0,8,0,0,0,0.0
0,0.024210207999999997,73,0,0.159872505,5960.0,8,0,1,0,0.0
0,0.349776947,63,0,0.668812171,3417.0,8,0,1,0,0.0
0,1.028269154,56,0,0.480224827,14588.0,10,0,2,0,2.0
0,0.9999998999999999,31,0,0.004126547,726.0,3,0,0,0,0.0
0,0.055085369,63,0,1032.0,,18,0,1,0,0.0
0,0.02279271,40,0,0.462208347,6085.0,9,0,2,0,2.0
0,0.511909505,70,0,0.492658544,3200.0,12,0,0,0,1.0
1,0.9999998999999999,22,98,0.0,,0,98,0,98,
0,0.012544081,61,0,357.0,,10,0,0,0,1.0
0,0.49402976299999996,56,0,0.17531369,14185.0,9,0,1,0,1.0
0,0.9999998999999999,73,0,0.219979473,2922.0,2,0,0,0,0.0
0,0.070114897,55,0,2177.0,,2,0,1,0,
0,0.162884954,71,0,0.752654591,1600.0,11,0,0,0,0.0
1,0.0,53,2,0.37714537200000003,6816.0,9,0,1,3,2.0
0,0.048950025999999994,72,0,0.008427368000000001,7000.0,3,0,0,0,1.0
0,0.781900123,47,0,0.19668033199999999,10000.0,11,0,0,0,2.0
0,0.033239795,63,0,1529.0,,12,0,2,0,0.0
0,0.498375406,28,1,0.404397069,1500.0,6,0,0,0,0.0
0,0.015915423,67,0,2516.0,,10,0,1,0,
0,0.862546192,49,2,0.110091743,5776.0,3,0,0,1,0.0
0,0.009522220999999999,69,0,17.0,,7,0,0,0,0.0
0,0.070898734,74,0,3884.0,,13,0,4,0,0.0
0,0.370465395,42,0,0.46264602,3680.0,16,0,1,0,3.0
0,0.176149892,63,1,0.540517727,3553.0,12,0,2,0,0.0
0,0.032123953999999996,50,0,0.017137961,3500.0,7,0,0,0,2.0
0,0.658601166,75,0,3549.0,,10,0,2,0,0.0
0,0.9999998999999999,38,0,0.421020656,6583.0,7,0,2,0,1.0
0,0.539897585,48,2,0.309967025,9400.0,7,0,1,0,1.0
0,0.0,39,1,0.986253437,4000.0,10,0,4,0,0.0
0,0.165388075,58,0,93.0,,1,0,0,0,0.0
0,0.202443388,77,1,1.2492964009999998,6750.0,16,0,6,0,0.0
0,0.025881776000000002,78,0,0.162055336,505.0,13,0,0,0,0.0
0,0.6012398760000001,27,0,0.447490347,2589.0,5,0,1,0,1.0
0,0.12402737400000001,65,0,1329.0,,12,0,2,0,0.0
0,0.28958410100000004,59,0,0.5451137220000001,4000.0,22,0,1,0,2.0
0,0.064671852,34,0,0.43862482700000005,4333.0,6,0,1,0,1.0
0,0.046851273,51,0,0.074465276,41656.0,9,0,2,0,3.0
1,0.698980268,45,0,0.624159974,6100.0,20,0,3,0,3.0
0,0.322419395,56,0,0.457308538,5000.0,7,0,2,0,0.0
0,0.06648713099999999,44,0,44.0,,3,0,0,0,0.0
0,0.09715418099999999,87,0,0.098987627,8000.0,8,0,0,0,0.0
1,0.015321403,37,2,0.23371006,7166.0,16,0,2,0,0.0
0,0.953514999,44,0,0.22113473,6538.0,7,0,0,0,2.0
0,0.205480815,60,0,3322.0,,11,0,2,0,0.0
0,0.0016202679999999998,46,0,0.309885091,13575.0,8,0,2,0,0.0
0,0.6759613259999999,49,0,0.249753208,10129.0,13,0,1,0,1.0
0,0.11664048199999999,68,0,0.180023923,1671.0,7,0,1,0,0.0
1,0.173949443,53,0,1.4937284130000001,5500.0,9,0,4,0,0.0
0,0.021147226,64,0,0.178164367,5000.0,8,0,1,0,0.0
0,0.8767911270000001,50,0,0.756422233,4281.0,7,0,1,1,2.0
0,0.09440352699999999,31,0,0.014852899,3500.0,2,0,0,0,0.0
0,0.83400664,36,0,0.332916704,11200.0,8,0,2,0,0.0
0,0.066752589,42,0,0.29649628,8333.0,9,0,1,0,2.0
0,1.109094545,80,0,0.482974071,3200.0,5,0,0,1,1.0
0,0.0025999129999999997,55,0,0.266011063,8134.0,2,0,1,0,0.0
0,0.045512985,82,1,0.749779477,3400.0,10,0,1,0,1.0
0,0.9999998999999999,38,0,0.636671078,6800.0,11,0,1,0,0.0
0,0.235697536,68,1,0.44263144299999996,7721.0,10,0,2,0,0.0
0,0.581151349,46,0,0.377384615,12999.0,13,0,2,0,3.0
0,0.16603701099999998,46,0,0.222086435,9000.0,10,0,2,0,3.0
0,1.021795641,35,0,0.052451147999999996,2916.0,1,0,0,0,0.0
0,0.004554305,66,0,0.007929667,5800.0,4,0,0,0,0.0
0,0.343848647,71,0,0.2005998,3000.0,3,0,0,0,0.0
0,0.051442756,54,0,0.147387447,6085.0,6,0,0,0,0.0
0,0.043940299,59,1,0.18730835899999998,7500.0,8,0,1,0,0.0
0,0.09930401900000001,43,0,2285.0,,6,0,1,0,0.0
0,0.037923261,31,0,0.059533387,8700.0,7,0,0,0,1.0
0,0.005270724,71,0,0.193597561,9183.0,6,0,1,0,0.0
0,1.040986338,52,1,0.34873025399999996,5000.0,4,0,1,0,3.0
0,0.015088553999999999,52,0,0.002026959,9866.0,4,0,0,0,0.0
0,0.706688393,40,0,0.6496678810000001,4666.0,11,0,2,0,3.0
